,project_number,year_range,location_name,block_group,distance
3542,[170 -04] 39743,2019-2023,On N Janssen Ave From W Grace St To W Addison St,170310604001,0.0005296516534824585
3543,[170 -04] 39743,2019-2023,On N Janssen Ave From W Grace St To W Addison St,170310604002,0.40317278514484706
3544,[170 -04] 39743,2019-2023,On N Keeler Ave From W Devon Ave To W Granville Ave,170311203001,0.3831262330601435
3545,[170 -04] 39743,2019-2023,On N Kenneth Ave From W Carmen Ave To W Ainslie St,170311404004,0.4045850616180898
3546,[170 -04] 39743,2019-2023,On N Kildare Ave From W Devon Ave To W Granville Ave,170311203005,0.17935956041140783
3547,[170 -04] 39743,2019-2023,On N Kildare Ave From W Devon Ave To W Granville Ave,170311203001,0.20340239742846872
3548,[170 -04] 39743,2019-2023,On N Magnolia Ave From W Thorndale Ave To W Rosedale Ave,170310302002,0.0004600889667296398
3549,[170 -04] 39743,2019-2023,On N Magnolia Ave From W Thorndale Ave To W Rosedale Ave,170310305001,0.10943600127007644
3550,[170 -04] 39743,2019-2023,On N Kilpatrick Ave From N Sauganash Ave To N Hiawatha Ave,170311203006,0.40348598389053464
3551,[170 -04] 39743,2019-2023,On N Knox Ave From N Hiawatha Ave To N Ionia Ave,170311203004,0.0006775229386487609
3552,[170 -04] 39743,2019-2023,On N Knox Ave From N Hiawatha Ave To N Ionia Ave,170311203006,0.20551514659246845
3553,[170 -04] 39743,2019-2023,On N Kolmar Ave From W Rosemont Ave To N Sauganash Ave,170311203005,0.10719005252130391
3554,[170 -04] 39743,2019-2023,On N Kolmar Ave From W Rosemont Ave To N Sauganash Ave,170311203006,0.000951478326648066
3555,[170 -04] 39743,2019-2023,On N Lakewood Ave From W Rosemont Ave To W Granville Ave,170310302001,0.2071281512490481
3556,[170 -04] 39743,2019-2023,On N Lakewood Ave From W Rosemont Ave To W Granville Ave,170310302002,0.0016524626121643296
3557,[170 -04] 39743,2019-2023,On N Lowell Ave From W Devon Ave To W Granville Ave,170311203005,0.381246532466817
3558,[170 -04] 39743,2019-2023,On N Harding Ave From W Ohio St To W Ferdinand St,170312315006,0.001768174125213674
3559,[170 -04] 39743,2019-2023,On N Harding Ave From W Ohio St To W Ferdinand St,170312315005,0.20346395759531558
3560,[170 -04] 39743,2019-2023,On N Ozark Ave From W Peterson Ave To W Rosedale Ave,170311004002,0.12035883248845097
3561,[170 -04] 39743,2019-2023,On N Overhill Ave From W Higgins Ave To W Bryn Mawr Ave,170311005004,0.18536635110503066
3562,[170 -04] 39743,2019-2023,On N Ottawa Ave From W Higgins Ave To W Bryn Mawr Ave,170311005004,0.15560252038476213
3563,[170 -04] 39743,2019-2023,On N Orleans St From W Wisconsin St To W Menomonee St,170310715004,0.19498466343651666
3564,[170 -04] 39743,2019-2023,On N Meade Ave From N Northwest Hwy To W Bryn Mawr Ave,170311102002,0.10847144582233059
3565,[170 -04] 39743,2019-2023,On N Neva Ave From N Avondale Ave To W Hood Ave,170311002005,0.0011858790696150335
3566,[170 -04] 39743,2019-2023,On N Neva Ave From N Avondale Ave To W Hood Ave,170311003004,0.30585534013591936
3567,[170 -04] 39743,2019-2023,On N Peoria St From W Erie St To W Huron St,170312435002,0.190898044860638
3568,[170 -04] 39743,2019-2023,On N Northcott Ave From N Neva Ave To N Nickerson Ave,170311003004,0.18553645581636202
3569,[170 -04] 39743,2019-2023,On N Racine Ave From W Kinzie St To W Hubbard St,170312435001,0.1163898564588887
3570,[170 -04] 39743,2019-2023,On N Racine Ave From W Kinzie St To W Hubbard St,170312434002,0.005419157381292124
3571,[170 -04] 39743,2019-2023,On S Aberdeen St From W 73rd St To W 74th St,170316814002,0.2021935140550286
3572,[170 -04] 39743,2019-2023,On N Sawyer Ave From W Huron St To W Chicago Ave,170318367001,0.2035765535827796
3573,[170 -04] 39743,2019-2023,On N Sawyer Ave From W Huron St To W Chicago Ave,170318366001,0.0015850257525111796
3574,[170 -04] 39743,2019-2023,On N Seminary Ave From W Diversey School Ct To N Lincoln Ave,170310704001,0.1610248969162026
3575,[170 -04] 39743,2019-2023,On N Talman Ave From W Albion Ave To W Devon Ave,170310206023,0.4032492535850029
3576,[170 -04] 39743,2019-2023,On N Talman Ave From W Albion Ave To W Devon Ave,170310208023,0.0005077946024465651
3577,[170 -04] 39743,2019-2023,On N Throop St From W Chicago Ave To W Huron St,170318423001,0.0036874894121249674
3578,[170 -04] 39743,2019-2023,On N Throop St From W Chicago Ave To W Huron St,170312434001,0.20115990357495245
3579,[170 -04] 39743,2019-2023,On N Union Ave From W Grand Ave To W Hubbard St,170318423002,0.12318282728515023
3580,[170 -04] 39743,2019-2023,On N Wabash Ave From E Wacker Pl To E Madison St,170313201002,0.25361971280244333
3581,[170 -04] 39743,2019-2023,On N Wabash Ave From E Wacker Pl To E Madison St,170313201001,0.26416171820945844
3582,[170 -04] 39743,2019-2023,On N Washtenaw Ave From W Fargo Ave To W Jarvis Ave,170310202004,0.10148873339352321
3583,[170 -04] 39743,2019-2023,On N Western Ave From W Granville Ave To W Devon Ave,170310209013,0.20202370166589045
3584,[170 -04] 39743,2019-2023,On N Western Ave From W Granville Ave To W Devon Ave,170310209011,0.20220011431195303
3585,[170 -04] 39743,2019-2023,On N Mcvicker Ave From W Foster Ave To W Balmoral Ave,170311103003,0.2066799816617583
3586,[170 -04] 39743,2019-2023,On N Mcvicker Ave From W Foster Ave To W Balmoral Ave,170311103002,0.19566742723535135
3587,[170 -04] 39743,2019-2023,On N Sacramento Ave From W Sherwin Ave To W Touhy Ave,170310202001,0.30162443150083135
3588,[170 -04] 39743,2019-2023,On N Mayfield Ave From W West End Ave To W Fulton St,170312520003,0.0017553315626351624
3589,[170 -04] 39743,2019-2023,On N Mayfield Ave From W West End Ave To W Fulton St,170312520004,0.15783744184043838
3590,[170 -04] 39743,2019-2023,On N Hermitage Ave From W Waveland Ave To W Addison St,170310603002,0.2021752365329877
3591,[170 -04] 39743,2019-2023,On N Maplewood Ave From W Birchwood Ave To W Fargo Ave,170310202004,0.09973542095929457
3592,[170 -04] 39743,2019-2023,On S Aberdeen St From W 83rd St To W 84th St,170317108006,0.00032803813257251764
3593,[170 -04] 39743,2019-2023,On S Aberdeen St From W 83rd St To W 84th St,170317110001,0.2038848132293651
3594,[170 -04] 39743,2019-2023,On E 72nd Pl From S Dorchester Ave To S Blackstone Ave,170314304002,0.2027846819418915
3595,[170 -04] 39743,2019-2023,On E 73rd St From S Dorchester Ave To S Stony Island Ave,170314304003,0.3868972126496245
3596,[170 -04] 39743,2019-2023,On E 73rd St From S Dorchester Ave To S Stony Island Ave,170314309001,0.03338453036234238
3597,[170 -04] 39743,2019-2023,On E 73rd St From S Rhodes Ave To S Eberhart Ave,170316909003,0.0987785267676249
3598,[170 -04] 39743,2019-2023,On E 73rd St From S Rhodes Ave To S Eberhart Ave,170316909005,0.0009428902146305177
3599,[170 -04] 39743,2019-2023,On N Ada St From W Chicago Ave To W Huron St,170318423001,0.003525176752411844
3600,[170 -04] 39743,2019-2023,On N Ada St From W Chicago Ave To W Huron St,170312434001,0.20081957349007476
3601,[170 -04] 39743,2019-2023,On N Artesian Ave From W Birchwood Ave To W Fargo Ave,170310202004,0.09876276487156735
3602,[170 -04] 39743,2019-2023,On N Avondale Ave From W Hurlbut St To W Somerset Ave,170311003001,0.3117324094540019
3603,[170 -04] 39743,2019-2023,On N Carpenter St From W Kinzie St To W Hubbard St,170318330001,0.00012693720684770973
3604,[170 -04] 39743,2019-2023,On N Carpenter St From W Kinzie St To W Hubbard St,170312435001,0.11891009889555246
3605,[170 -04] 39743,2019-2023,On N Mason Ave From N Northwest Hwy To W Bryn Mawr Ave,170311102002,0.3291239293503069
3606,[170 -04] 39743,2019-2023,On N Elston Ave From N Albany Ave To W Henderson St,170312101003,0.12631999593535406
3607,[170 -04] 39743,2019-2023,On N Elston Ave From N Albany Ave To W Henderson St,170312101001,0.3389343561960606
3608,[170 -04] 39743,2019-2023,On N Karlov Ave From W Devon Ave To W Granville Ave,170311203001,0.38413016187359744
3609,[170 -04] 39743,2019-2023,On N Kenmore Ave From W Winona St To W Argyle St,170310312004,0.22374887084925132
3610,[170 -04] 39743,2019-2023,On N Kerbs Ave From N Caldwell Ave To N Kercheval Ave,170311203003,0.24301098813575556
3611,[170 -04] 39743,2019-2023,On N Kilpatrick Ave From N Elston Ave To N Kennison Ave,170311404005,0.3121546422448096
3612,[170 -04] 39743,2019-2023,On N Kimball Ave From W Irving Park Rd To W Byron St,170311608005,0.19687173451035983
3613,[170 -04] 39743,2019-2023,On N Kolmar Ave From W Bryn Mawr Ave To N Rogers Ave,170311203003,0.22588705656579883
3614,[170 -04] 39743,2019-2023,On N Kostner Ave From W Devon Ave To W Rosemont Ave,170311203005,0.20733755830391176
3615,[170 -04] 39743,2019-2023,On N Lavergne Ave From W Ohio St To W Race Ave,170312516001,0.0014903242223280875
3616,[170 -04] 39743,2019-2023,On N Lavergne Ave From W Ohio St To W Race Ave,170312516002,0.09949533529379245
3617,[170 -04] 39743,2019-2023,On N Lemont Ave From W Rosemont Ave To N Ionia Ave,170311203006,0.25112900097280233
3618,[170 -04] 39743,2019-2023,On N Magnolia Ave From W Rosemont Ave To W Granville Ave,170310302001,0.203101752627187
3619,[170 -04] 39743,2019-2023,On N Francisco Ave From W Ainslie St To W Argyle St,170310403003,0.15949337111540107
3620,[170 -04] 39743,2019-2023,On S Aberdeen St From W Adams St To W Monroe St,170318331001,0.14041904047495687
3621,[170 -04] 39743,2019-2023,On S Ada St From W 79th St To W 80th St,170317107001,0.20408875582810723
3622,[170 -04] 39743,2019-2023,On S Ada St From W 79th St To W 80th St,170317107002,0.0012543514283242926
3623,[170 -04] 39743,2019-2023,On S May St From W Marquette Rd To W 69th St,170316810001,0.001576561414482997
3624,[170 -04] 39743,2019-2023,On S May St From W Marquette Rd To W 69th St,170316811005,0.40360983395838756
3625,[170 -04] 39743,2019-2023,On S Menard Ave From W 60th St To W 61st St,170316403004,0.20443534663217194
3626,[170 -04] 39743,2019-2023,On S Menard Ave From W 60th St To W 61st St,170316403002,0.0002697679811034633
3627,[170 -04] 39743,2019-2023,On S Menard Ave From W Railroad Ave To W Fillmore St,170318314002,0.29261269217878194
3628,[170 -04] 39743,2019-2023,On S Miller St From W Polk St To W Taylor St,170318333001,0.2637934478135595
3629,[170 -04] 39743,2019-2023,On S Morgan St From W 63rd St To W 64th St,170316806002,0.0013371515481778646
3630,[170 -04] 39743,2019-2023,On S Morgan St From W 63rd St To W 64th St,170316810004,0.20083297874042394
3631,[170 -04] 39743,2019-2023,On S Morgan St From W Monroe St To W Adams St,170318331001,0.14135378022973483
3632,[170 -04] 39743,2019-2023,On S Normal Ave From W 30th St To W 31st St,170318401002,0.19978440815786208
3633,[170 -04] 39743,2019-2023,On S Oakley Ave From W 33rd St To W 34th St,170318403003,0.2020822491060809
3634,[170 -04] 39743,2019-2023,On S Peoria Dr From W 63rd St To W 64th St,170318348002,0.0035385431831488636
3635,[170 -04] 39743,2019-2023,On S Peoria Dr From W 63rd St To W 64th St,170316810004,0.20029526887168747
3636,[170 -04] 39743,2019-2023,On S Perry Ave From W 77th St To W 75th St,170316912002,0.40648568692230536
3637,[170 -04] 39743,2019-2023,On S Perry Ave From W 77th St To W 75th St,170316911001,0.0010996784437018751
3638,[170 -04] 39743,2019-2023,On S Princeton Ave From W 113th St To W 114th St,170314913004,0.0007186052336739683
3639,[170 -04] 39743,2019-2023,On S Princeton Ave From W 113th St To W 114th St,170314913003,0.2018775708070039
3640,[170 -04] 39743,2019-2023,On S Racine Ave From W 103rd St To W 104th St,170317306002,0.00011946979363092232
3641,[170 -04] 39743,2019-2023,On S Racine Ave From W 103rd St To W 104th St,170317307002,0.202274640371245
3642,[170 -04] 39743,2019-2023,On S Racine Ave From W 79th St To W 80th St,170317107001,0.0001569164063128883
3643,[170 -04] 39743,2019-2023,On S Racine Ave From W 79th St To W 80th St,170317107002,0.20260881828994004
3644,[170 -04] 39743,2019-2023,On S Richmond St From W 79th St To W 80th St,170317005014,0.19133872218951492
3645,[170 -04] 39743,2019-2023,On S Sacramento Ave From W 79th St To W 80th St,170317005014,0.19052054948433467
3646,[170 -04] 39743,2019-2023,On S Sangamon St From W Monroe St To W Van Buren St,170318331001,0.14427960138944
3647,[170 -04] 39743,2019-2023,On S Sangamon St From W Monroe St To W Van Buren St,170318331002,0.27924050368091113
3648,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 46th St To S Archer Ave,170315804002,0.380423245486075
3649,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 46th St To S Archer Ave,170315804001,0.004280523021124058
3650,[170 -04] 39743,2019-2023,On S Seeley Ave From W 47th St To W 48th St,170316103003,0.0029088330679884395
3651,[170 -04] 39743,2019-2023,On S Seeley Ave From W 47th St To W 48th St,170316115001,0.20018455676454264
3652,[170 -04] 39743,2019-2023,On S State St From E 84th St To E 86th St,170318424002,0.40760781456278966
3653,[170 -04] 39743,2019-2023,On S Talman Ave From W 50th St To W 51st St,170316302001,0.20130408090984814
3654,[170 -04] 39743,2019-2023,On S May St From W 18th Pl To W 19th Pl,170313105001,0.15192174386999574
3655,[170 -04] 39743,2019-2023,On S Major Ave From W 61st St To W 62nd St,170316403001,0.2027667567049426
3656,[170 -04] 39743,2019-2023,On S Maplewood Ave From W 73rd St To W 74th St,170316610003,0.20233148598707099
3657,[170 -04] 39743,2019-2023,On S Albany Ave From W 45th St To W 47th St,170315805021,0.00231686834640485
3658,[170 -04] 39743,2019-2023,On S Albany Ave From W 45th St To W 47th St,170318428003,0.400740048613704
3659,[170 -04] 39743,2019-2023,On S Artesian Ave From W 73rd St To W 74th St,170316610003,0.20351404922026095
3660,[170 -04] 39743,2019-2023,On S Bell Ave From W 33rd St To W 34th St,170318403003,0.20185199758716882
3661,[170 -04] 39743,2019-2023,On S California Ave From W Fillmore St To W Roosevelt Rd,170318386002,0.19520347325342602
3662,[170 -04] 39743,2019-2023,On S California Ave From W Fillmore St To W Roosevelt Rd,170318433001,0.004538911883329331
3663,[170 -04] 39743,2019-2023,On S Carpenter St From W Polk St To W Taylor St,170318333001,0.2632554924198172
3664,[170 -04] 39743,2019-2023,On S Dorchester Ave From E 72nd St To E 72nd Pl,170314304002,0.09941618955134297
3665,[170 -04] 39743,2019-2023,On S Elizabeth St From W 79th St To W 80th St,170317107002,0.20328088111024675
3666,[170 -04] 39743,2019-2023,On S Emerald Ave From W 45th St To W 46th St,170318426004,0.1920938559358766
3667,[170 -04] 39743,2019-2023,On S Fairfield Ave From W 50th St To W 52nd St,170316302001,0.20558463688291703
3668,[170 -04] 39743,2019-2023,On S Fairfield Ave From W 50th St To W 52nd St,170316305004,0.19766057398726428
3669,[170 -04] 39743,2019-2023,On S Clyde Ave From E 99th St To E 100th St,170315103004,0.20615628677918543
3670,[170 -04] 39743,2019-2023,On S Green St From W Monroe St To W Van Buren St,170318331001,0.42397707074707564
3671,[170 -04] 39743,2019-2023,On S Hamilton Ave From W 93rd St To W 95th St,170317201001,0.3994810332835985
3672,[170 -04] 39743,2019-2023,On S Hermitage Ave From W 66th St To W Marquette Rd,170316715001,0.2011945964798363
3673,[170 -04] 39743,2019-2023,On S Hoyne Ave From W 33rd St To W 34th St,170318403002,0.20151846678176913
3674,[170 -04] 39743,2019-2023,On S Lowe Ave From W 66th St To W Marquette Rd,170316809001,0.2040833221144829
3675,[170 -04] 39743,2019-2023,On S Justine St From W 65th St To W 66th St,170316711001,0.2042873041372026
3676,[170 -04] 39743,2019-2023,On S Kenneth Ave From W Cermak Rd To W Ogden Ave,170318434001,0.4440256430622194
3677,[170 -04] 39743,2019-2023,On S Kolin Ave From W 27th St To W 28th St,170313018012,0.2055999768264601
3678,[170 -04] 39743,2019-2023,On S Laflin St From W 65th St To W 66th St,170316711001,0.2041751590813476
3679,[170 -04] 39743,2019-2023,On S Loomis Blvd From W 74th St To W 76th St,170316719001,0.1994241090169129
3680,[170 -04] 39743,2019-2023,On S Loomis Blvd From W 74th St To W 76th St,170317103001,0.20473727851553494
3681,[170 -04] 39743,2019-2023,On S Loomis St From W Taylor St To W Grenshaw St,170312832001,0.17329140602224619
3682,[170 -04] 39743,2019-2023,On S Francisco Ave From W 79th St To W 80th St,170317005014,0.19131399193934545
3683,[170 -04] 39743,2019-2023,On S Oakley Ave From W 35th St To W 36th St,170318403003,0.007031656103344097
3684,[170 -04] 39743,2019-2023,On S Oakley Ave From W 35th St To W 36th St,170315905001,0.19892340341842793
3685,[170 -04] 39743,2019-2023,On S Mozart St From W 79th St To W 80th St,170317005013,0.19019833013462165
3686,[170 -04] 39743,2019-2023,On S Morgan St From W 85th St To W 87th St,170317110003,0.4029494802823627
3687,[170 -04] 39743,2019-2023,On S Morgan St From W 85th St To W 87th St,170317114002,0.00677390472398071
3688,[170 -04] 39743,2019-2023,On S May St From W 63rd St To W 64th St,170316806002,0.00102991100395222
3689,[170 -04] 39743,2019-2023,On S May St From W 63rd St To W 64th St,170316810001,0.2017357718623514
3690,[170 -04] 39743,2019-2023,On S Michigan Ave From E 74th St To E 73rd St,170316910003,0.2065990215380765
3691,[170 -04] 39743,2019-2023,On S Michigan Ave From E 74th St To E 73rd St,170316910004,0.0014672298164549972
3692,[170 -04] 39743,2019-2023,On S Menard Ave From W 62nd St To W 63rd St,170316403002,0.20467893824661426
3693,[170 -04] 39743,2019-2023,On S Mayfield Ave From W Railroad Ave To W Fillmore St,170318314002,0.3252035705940029
3694,[170 -04] 39743,2019-2023,On S Paxton Ave From E 79th St To E 80th St,170314605007,0.04622601140934893
3695,[170 -04] 39743,2019-2023,On S Paxton Ave From E 79th St To E 80th St,170314605001,0.15610751532290637
3696,[170 -04] 39743,2019-2023,On S Monitor Ave From W Railroad Ave To W Fillmore St,170318314002,0.31041374911933106
3697,[170 -04] 39743,2019-2023,On S Talman Ave From W 55th St To W 56th St,170316305003,0.003206452977023254
3698,[170 -04] 39743,2019-2023,On S Talman Ave From W 55th St To W 56th St,170318351002,0.20400577725354652
3699,[170 -04] 39743,2019-2023,On S Princeton Ave From W Hollywood Ave To W 89th St,170314906001,0.03486835288375346
3700,[170 -04] 39743,2019-2023,On S Princeton Ave From W Hollywood Ave To W 89th St,170318340001,1.2134925706996706
3701,[170 -04] 39743,2019-2023,On S Racine Ave From W 77th St To W 78th St,170317102005,0.2025321888210097
3702,[170 -04] 39743,2019-2023,On S Richmond St From W 54th St To W 55th St,170316304002,0.20167717147451025
3703,[170 -04] 39743,2019-2023,On S Sacramento Ave From W 54th St To W 55th St,170316304002,0.19876865625699747
3704,[170 -04] 39743,2019-2023,On S Saginaw Ave From E 127th St To E 128th St,170315502001,0.20238057611353052
3705,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 23rd St To W 24th St,170313008001,0.20274534057343452
3706,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 23rd St To W 24th St,170313008002,0.00012075012667637976
3707,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 51st St To W 52nd St,170316303002,0.004435142321212377
3708,[170 -04] 39743,2019-2023,On S Sawyer Ave From W 51st St To W 52nd St,170316303001,0.19867422844947735
3709,[170 -04] 39743,2019-2023,On S Seeley Ave From W 50th St To W 51st St,170316115002,0.2017907498328528
3710,[170 -04] 39743,2019-2023,On S Stewart Ave From W 80th St To W 81st St,170318424002,0.03685767257886673
3711,[170 -04] 39743,2019-2023,On S Stewart Ave From W 80th St To W 81st St,170318424003,0.16349685554451465
3712,[170 -04] 39743,2019-2023,On S May St From W 100th St To W 101st St,170317306002,0.2008984229950435
3713,[170 -04] 39743,2019-2023,On S Princeton Ave From S Holland Rd To W 89th St,170318424002,0.9221949334850689
3714,[170 -04] 39743,2019-2023,On S Princeton Ave From S Holland Rd To W 89th St,170318340001,0.29683957128553284
3715,[170 -04] 39743,2019-2023,On S Marquette Ave From E 126th St To E 127th St,170315502001,0.15612899088416968
3716,[170 -04] 39743,2019-2023,On S Green St From W 70th St To W 71st St,170316811002,0.20029868242964494
3717,[170 -04] 39743,2019-2023,On S Lowe Ave From W 73rd St To W 74th St,170316813001,0.20151854133382938
3718,[170 -04] 39743,2019-2023,On S Throop St From W Madison St To W Adams St,170318331003,0.27518431411343647
3719,[170 -04] 39743,2019-2023,On S Ada St From W Taylor St To W Cabrini St,170312832001,0.21372543612084802
3720,[170 -04] 39743,2019-2023,On S Albany Ave From W 51st St To W 53rd St,170316302001,0.0032385466013669976
3721,[170 -04] 39743,2019-2023,On S Albany Ave From W 51st St To W 53rd St,170316304004,0.40401480420362273
3722,[170 -04] 39743,2019-2023,On S Albany Ave From W 79th St To W 80th St,170317005014,0.1891719444124585
3723,[170 -04] 39743,2019-2023,On S Burley Ave From E 133rd St To E 134th St,170315501006,0.0011453546803760226
3724,[170 -04] 39743,2019-2023,On S Burley Ave From E 133rd St To E 134th St,170315501004,0.20246089980424198
3725,[170 -04] 39743,2019-2023,On S Clyde Ave From E 92nd St To E 93rd St,170314804004,0.20121291783244136
3726,[170 -04] 39743,2019-2023,On S Clyde Ave From E 92nd St To E 93rd St,170314804003,0.0016528181104826893
3727,[170 -04] 39743,2019-2023,On S Eberhart Ave From E 72nd St To E 74th St,170316909005,0.4057038433778109
3728,[170 -04] 39743,2019-2023,On S Elizabeth St From W 47th St To W 48th St,170318426002,0.003908738506454389
3729,[170 -04] 39743,2019-2023,On S Elizabeth St From W 47th St To W 48th St,170316111001,0.1994586572088763
3730,[170 -04] 39743,2019-2023,On S Elizabeth St From W 84th St To W 85th St,170317111001,0.20310737702173642
3731,[170 -04] 39743,2019-2023,On S Francisco Ave From W 54th St To W 55th St,170316304002,0.20619826909354316
3732,[170 -04] 39743,2019-2023,On S Halsted St From W Root St To W 47th St,170318426001,0.2763355288900911
3733,[170 -04] 39743,2019-2023,On S Halsted St From W Root St To W 47th St,170318426004,0.8095060666577012
3734,[170 -04] 39743,2019-2023,On S Justine St From W 64th St To W 65th St,170316711001,0.20141852561964463
3735,[170 -04] 39743,2019-2023,On S Karlov Ave From W 45th St To W 46th St,170315702001,0.20598447991252736
3736,[170 -04] 39743,2019-2023,On S Kenneth Ave From W Lexington St To W Fifth Ave,170312610001,0.17802763860775872
3737,[170 -04] 39743,2019-2023,On S Kenneth Ave From W Lexington St To W Fifth Ave,170318430002,0.0009415875969876134
3738,[170 -04] 39743,2019-2023,On S Laflin St From W 64th St To W 65th St,170316711001,0.2024095830274048
3739,[170 -04] 39743,2019-2023,On S Lituanica Ave From W 34th St To W 35th St,170318397003,0.22420101959515792
3740,[170 -04] 39743,2019-2023,On S Loomis Blvd From W 79th St To W 80th St,170317106001,0.20285891882661133
3741,[170 -04] 39743,2019-2023,On S Lowe Ave From W 45th St To W 46th St,170318426003,0.20094525567236743
3742,[170 -04] 39743,2019-2023,On S Troy St From W 45th St To W 47th St,170315805021,0.002586228735838039
3743,[170 -04] 39743,2019-2023,On S Troy St From W 45th St To W 47th St,170318428003,0.4019135188724587
3744,[170 -04] 39743,2019-2023,On W Chase Ave From N California Ave To N Washtenaw Ave,170310202001,0.0006223889946158653
3745,[170 -04] 39743,2019-2023,On W Chase Ave From N California Ave To N Washtenaw Ave,170310202004,0.19303355721590382
3746,[170 -04] 39743,2019-2023,On W Corcoran Pl From N Mayfield Ave To N Menard Ave,170312514004,0.1657578317588806
3747,[170 -04] 39743,2019-2023,On W Crystal St From N Homan Ave To N Kedzie Ave,170312309002,0.4023841758467693
3748,[170 -04] 39743,2019-2023,On W Crystal St From N Homan Ave To N Kedzie Ave,170312409001,0.00034018988816348136
3749,[170 -04] 39743,2019-2023,On W Drummond Pl From N Seminary Ave To N Racine Ave,170310704001,0.0020672854588628295
3750,[170 -04] 39743,2019-2023,On W Drummond Pl From N Seminary Ave To N Racine Ave,170310704003,0.19980585882920948
3751,[170 -04] 39743,2019-2023,On W Eddy St From N Lakewood Ave To N Racine Ave,170310615001,0.1987004844069545
3752,[170 -04] 39743,2019-2023,On W Eddy St From N Lakewood Ave To N Racine Ave,170318320001,0.0014785914424982915
3753,[170 -04] 39743,2019-2023,On W Erie St From N Mayfield Ave To N Menard Ave,170312514003,0.1768475910030043
3754,[170 -04] 39743,2019-2023,On W Fargo Ave From N Fairfield Ave To N Rockwell St,170310202004,0.29635878238119606
3755,[170 -04] 39743,2019-2023,On W Flournoy St From S Laflin St To S Racine Ave,170318329001,0.20169163792880357
3756,[170 -04] 39743,2019-2023,On W Flournoy St From S Laflin St To S Racine Ave,170318329002,0.4014123471286919
3757,[170 -04] 39743,2019-2023,On W Francis Pl From N California Ave To N Point St,170312214002,0.10951462593006044
3758,[170 -04] 39743,2019-2023,On W Francis Pl From N California Ave To N Point St,170312214003,0.034144631111590315
3759,[170 -04] 39743,2019-2023,On W Gladys Ave From S Laramie Ave To S Lockwood Ave,170312521022,0.21688166121095645
3760,[170 -04] 39743,2019-2023,On W Granville Ave From N Ravenswood Ave To N Paulina St,170310209021,0.04141961293863211
3761,[170 -04] 39743,2019-2023,On W Granville Ave From N Ravenswood Ave To N Paulina St,170310303001,0.24946193479030776
3762,[170 -04] 39743,2019-2023,On W Greenleaf Ave From N Oakley Ave To N Bell Ave,170310204001,0.17184096147565603
3763,[170 -04] 39743,2019-2023,On W Highland Ave From N Glenwood Ave To N Greenview Ave,170310302004,0.20381961625845962
3764,[170 -04] 39743,2019-2023,On W Jarlath St From N Sacramento Ave To N Albany Ave,170310202001,0.19734102423304262
3765,[170 -04] 39743,2019-2023,On W Jarvis Ave From N Sacramento Ave To N Albany Ave,170310202001,0.00010960944870918477
3766,[170 -04] 39743,2019-2023,On W Jarvis Ave From N Sacramento Ave To N Albany Ave,170310202003,0.19422800335511237
3767,[170 -04] 39743,2019-2023,On W Jerome St From N Washtenaw Ave To N Rockwell St,170310202004,0.1947366470054776
3768,[170 -04] 39743,2019-2023,On W Lake St From N Dearborn St To N State St,170318391001,0.12380938369345874
3769,[170 -04] 39743,2019-2023,On W Lake St From N Loomis St To N Ada St,170318330002,0.13774418480428716
3770,[170 -04] 39743,2019-2023,On W Lill Ave From N Seminary Ave To N Sheffield Ave,170310704002,0.19910781170439643
3771,[170 -04] 39743,2019-2023,On W Maypole Ave From N Pulaski Rd To N Hamlin Blvd,170312601001,0.40787728309305155
3772,[170 -04] 39743,2019-2023,On W Maypole Ave From N Pulaski Rd To N Hamlin Blvd,170318368001,0.00179175662511153
3773,[170 -04] 39743,2019-2023,On W Mclean Ave From N Central Park Ave To N Lawndale Ave,170312209012,0.20236297538555437
3774,[170 -04] 39743,2019-2023,On W Mclean Ave From N Central Park Ave To N Lawndale Ave,170312209011,0.001174213713437834
3775,[170 -04] 39743,2019-2023,On W Catalpa Ave From N Canfield Ave To N Ozanam Ave,170311005004,0.17860216007825336
3776,[170 -04] 39743,2019-2023,On W Carroll Ave From N Kedzie Ave To N Albany Ave,170318368002,0.0014490862887703816
3777,[170 -04] 39743,2019-2023,On W Carroll Ave From N Kedzie Ave To N Albany Ave,170318371001,0.20345296741188043
3778,[170 -04] 39743,2019-2023,On W Monroe St From S Central Ave To S Lotus Ave,170312521024,0.25224911024862484
3779,[170 -04] 39743,2019-2023,On W Berwyn Ave From N Forest Glen Ave To N Cicero Ave,170311204001,0.0032791521721688465
3780,[170 -04] 39743,2019-2023,On W Berwyn Ave From N Forest Glen Ave To N Cicero Ave,170311204002,0.5732801380658608
3781,[170 -04] 39743,2019-2023,On S Union Ave From W 73rd St To W 74th St,170316813001,0.19830310035253967
3782,[170 -04] 39743,2019-2023,On S Union Ave From W 73rd St To W 74th St,170316813003,0.007099385806565327
3783,[170 -04] 39743,2019-2023,On S Vincennes Ave From S Halsted St To S Summit Ave,170317110002,0.14060679540506055
3784,[170 -04] 39743,2019-2023,On S Wallace St From W 44th St To W 47th St,170316108001,0.6074523241419997
