,all_locations,api_address,lat_long,location_object,quality
2302,W 52nd St And S Whipple St,"W 52nd St & S Whipple St, Chicago, IL 60632","[41.79908, -87.700051]","<[OK] Bing - Geocode [W 52nd St & S Whipple St, Chicago, IL 60632]>",RoadIntersection
2861,W 53rd St And S Ashland Ave,"W 53rd St & S Ashland Ave, Chicago, IL 60609","[41.797702, -87.664616]","<[OK] Bing - Geocode [W 53rd St & S Ashland Ave, Chicago, IL 60609]>",RoadIntersection
2813,W 53rd St And S Bishop St,"W 53rd St & S Bishop St, Chicago, IL 60609","[41.797742, -87.6610343]","<[OK] Bing - Geocode [W 53rd St & S Bishop St, Chicago, IL 60609]>",RoadIntersection
2863,W 53rd St And S Damen Ave,"W 53rd St & S Damen Ave, Chicago, IL 60609","[41.797598, -87.674403]","<[OK] Bing - Geocode [W 53rd St & S Damen Ave, Chicago, IL 60609]>",RoadIntersection
203,W 53rd St And S Hamlin Ave,"W 53rd St & S Hamlin Ave, Chicago, IL 60632","[41.796985, -87.718349]","<[OK] Bing - Geocode [W 53rd St & S Hamlin Ave, Chicago, IL 60632]>",RoadIntersection
872,W 53rd St And S Hoyne Ave,"W 53rd St & S Hoyne Ave, Chicago, IL 60609","[41.7975357, -87.6768278]","<[OK] Bing - Geocode [W 53rd St & S Hoyne Ave, Chicago, IL 60609]>",RoadIntersection
2262,W 53rd St And S Kedzie Ave,"W 53rd St & S Kedzie Ave, Chicago, IL 60632","[41.7971428, -87.7036535]","<[OK] Bing - Geocode [W 53rd St & S Kedzie Ave, Chicago, IL 60632]>",RoadIntersection
818,W 53rd St And S Loomis Blvd,"W 53rd St & S Loomis Blvd, Chicago, IL 60609","[41.797752, -87.659814]","<[OK] Bing - Geocode [W 53rd St & S Loomis Blvd, Chicago, IL 60609]>",RoadIntersection
2368,W 53rd St And S Millard Ave,"W 53rd St & S Millard Ave, Chicago, IL 60632","[41.797037, -87.714698]","<[OK] Bing - Geocode [W 53rd St & S Millard Ave, Chicago, IL 60632]>",RoadIntersection
870,W 53rd St And S Paulina St,"W 53rd St & S Paulina St, Chicago, IL 60609","[41.7976479, -87.6670857]","<[OK] Bing - Geocode [W 53rd St & S Paulina St, Chicago, IL 60609]>",RoadIntersection
205,W 53rd St And S Pulaski Rd,"W 53rd St & S Pulaski Rd, Chicago, IL 60632","[41.79688, -87.723145]","<[OK] Bing - Geocode [W 53rd St & S Pulaski Rd, Chicago, IL 60632]>",RoadIntersection
36,W 53rd St And S Richmond St,"W 53rd St & S Richmond St, Chicago, IL 60632","[41.7972868, -87.6975644]","<[OK] Bing - Geocode [W 53rd St & S Richmond St, Chicago, IL 60632]>",RoadIntersection
204,W 53rd St And S Springfield Ave,"W 53rd St & S Springfield Ave, Chicago, IL 60632","[41.796948, -87.720798]","<[OK] Bing - Geocode [W 53rd St & S Springfield Ave, Chicago, IL 60632]>",RoadIntersection
2849,W 54th St And S Ashland Ave,"W 54th St & S Ashland Ave, Chicago, IL 60609","[41.79589, -87.664536]","<[OK] Bing - Geocode [W 54th St & S Ashland Ave, Chicago, IL 60609]>",RoadIntersection
805,W 54th St And S Central Ave,"W 54th St & S Central Ave, Chicago, IL 60638","[41.794556, -87.762262]","<[OK] Bing - Geocode [W 54th St & S Central Ave, Chicago, IL 60638]>",RoadIntersection
2450,W 54th St And S Christiana Ave,"W 54th St & S Christiana Ave, Chicago, IL 60632","[41.795302, -87.70725]","<[OK] Bing - Geocode [W 54th St & S Christiana Ave, Chicago, IL 60632]>",RoadIntersection
1869,W 54th St And S Damen Ave,"W 54th St & S Damen Ave, Chicago, IL 60609","[41.795796, -87.674346]","<[OK] Bing - Geocode [W 54th St & S Damen Ave, Chicago, IL 60609]>",RoadIntersection
322,W 54th St And S Homan Ave,"W 54th St & S Homan Ave, Chicago, IL 60632","[41.7952751, -87.7084527]","<[OK] Bing - Geocode [W 54th St & S Homan Ave, Chicago, IL 60632]>",RoadIntersection
3778,W 54th St And S Hoyne Ave,"W 54th St & S Hoyne Ave, Chicago, IL 60609","[41.7957395, -87.6767939]","<[OK] Bing - Geocode [W 54th St & S Hoyne Ave, Chicago, IL 60609]>",RoadIntersection
415,W 54th St And S Kedzie Ave,"W 54th St & S Kedzie Ave, Chicago, IL 60632","[41.795378, -87.7036]","<[OK] Bing - Geocode [W 54th St & S Kedzie Ave, Chicago, IL 60632]>",RoadIntersection
357,W 54th St And S Kenneth Ave,"W 54th St & S Kenneth Ave, Chicago, IL 60632","[41.794955, -87.7342594]","<[OK] Bing - Geocode [W 54th St & S Kenneth Ave, Chicago, IL 60632]>",RoadIntersection
2478,W 54th St And S Kolin Ave,"W 54th St & S Kolin Ave, Chicago, IL 60632","[41.794995, -87.73176]","<[OK] Bing - Geocode [W 54th St & S Kolin Ave, Chicago, IL 60632]>",RoadIntersection
850,W 54th St And S Laflin St,"W 54th St & S Laflin St, Chicago, IL 60609","[41.795927, -87.662186]","<[OK] Bing - Geocode [W 54th St & S Laflin St, Chicago, IL 60609]>",RoadIntersection
2791,W 54th St And S Laramie Ave,"W 54th St & S Laramie Ave, Chicago, IL 60638","[41.794705, -87.752506]","<[OK] Bing - Geocode [W 54th St & S Laramie Ave, Chicago, IL 60638]>",RoadIntersection
794,W 54th St And S Linder Ave,"W 54th St & S Linder Ave, Chicago, IL 60638","[41.7945773, -87.759905]","<[OK] Bing - Geocode [W 54th St & S Linder Ave, Chicago, IL 60638]>",RoadIntersection
2844,W 54th St And S Loomis Blvd,"W 54th St & S Loomis Blvd, Chicago, IL 60609","[41.795941, -87.659765]","<[OK] Bing - Geocode [W 54th St & S Loomis Blvd, Chicago, IL 60609]>",RoadIntersection
1676,W 54th St And S Morgan St,"W 54th St & S Morgan St, Chicago, IL 60609","[41.796058, -87.65005]","<[OK] Bing - Geocode [W 54th St & S Morgan St, Chicago, IL 60609]>",RoadIntersection
2978,W 54th St And S Nashville Ave,"W 54th St & S Nashville Ave, Chicago, IL 60638","[41.794159, -87.786711]","<[OK] Bing - Geocode [W 54th St & S Nashville Ave, Chicago, IL 60638]>",RoadIntersection
996,W 54th St And S Normandy Ave,"W 54th St & S Normandy Ave, Chicago, IL 60638","[41.7941403, -87.7891894]","<[OK] Bing - Geocode [W 54th St & S Normandy Ave, Chicago, IL 60638]>",RoadIntersection
855,W 54th St And S Paulina St,"W 54th St & S Paulina St, Chicago, IL 60609","[41.7958282, -87.667032]","<[OK] Bing - Geocode [W 54th St & S Paulina St, Chicago, IL 60609]>",RoadIntersection
3604,W 54th St And S Peoria St,"W 54th St & S Peoria St, Chicago, IL 60609","[41.796034, -87.647657]","<[OK] Bing - Geocode [W 54th St & S Peoria St, Chicago, IL 60609]>",RoadIntersection
3652,W 54th St And S Sacramento Ave,"W 54th St & S Sacramento Ave, Chicago, IL 60632","[41.7954271, -87.6987178]","<[OK] Bing - Geocode [W 54th St & S Sacramento Ave, Chicago, IL 60632]>",RoadIntersection
2451,W 54th St And S St Louis Ave,"W 54th St & S Saint Louis Ave, Chicago, IL 60632","[41.7952034, -87.7109268]","<[OK] Bing - Geocode [W 54th St & S Saint Louis Ave, Chicago, IL 60632]>",RoadIntersection
321,W 54th St And S Spaulding Ave,"W 54th St & S Spaulding Ave, Chicago, IL 60632","[41.795337, -87.706047]","<[OK] Bing - Geocode [W 54th St & S Spaulding Ave, Chicago, IL 60632]>",RoadIntersection
995,W 55th St And S Austin Ave,"W 55th St & S Austin Ave, Chicago, IL 60638","[41.792563, -87.772029]","<[OK] Bing - Geocode [W 55th St & S Austin Ave, Chicago, IL 60638]>",RoadIntersection
795,W 55th St And S Central Ave,"W 55th St & S Central Ave, Chicago, IL 60638","[41.792736, -87.762197]","<[OK] Bing - Geocode [W 55th St & S Central Ave, Chicago, IL 60638]>",RoadIntersection
2792,W 55th St And S Laramie Ave,"W 55th St & S Laramie Ave, Chicago, IL 60638","[41.792913, -87.752448]","<[OK] Bing - Geocode [W 55th St & S Laramie Ave, Chicago, IL 60638]>",RoadIntersection
994,W 55th St And S Meade Ave,"W 55th St & S Meade Ave, Chicago, IL 60638","[41.792504, -87.774473]","<[OK] Bing - Geocode [W 55th St & S Meade Ave, Chicago, IL 60638]>",RoadIntersection
986,W 55th St And S Menard Ave,"W 55th St & S Menard Ave, Chicago, IL 60638","[41.792647, -87.767149]","<[OK] Bing - Geocode [W 55th St & S Menard Ave, Chicago, IL 60638]>",RoadIntersection
997,W 55th St And S Mobile Ave,"W 55th St & S Mobile Ave, Chicago, IL 60638","[41.7924404, -87.7793567]","<[OK] Bing - Geocode [W 55th St & S Mobile Ave, Chicago, IL 60638]>",RoadIntersection
1725,W 55th St And S Rockwell St,"W 55th St & S Rockwell St, Chicago, IL 60629","[41.793818, -87.688925]","<[OK] Bing - Geocode [W 55th St & S Rockwell St, Chicago, IL 60629]>",RoadIntersection
854,W 56th St And S Hermitage Ave,"W 56th St & S Hermitage Ave, Chicago, IL 60636","[41.7922049, -87.6681492]","<[OK] Bing - Geocode [W 56th St & S Hermitage Ave, Chicago, IL 60636]>",RoadIntersection
1949,W 56th St And S Kedvale Ave,"W 56th St & S Kedvale Ave, Chicago, IL 60629","[41.791397, -87.726745]","<[OK] Bing - Geocode [W 56th St & S Kedvale Ave, Chicago, IL 60629]>",RoadIntersection
1913,W 56th St And S Keeler Ave,"W 56th St & S Keeler Ave, Chicago, IL 60629","[41.791391, -87.727985]","<[OK] Bing - Geocode [W 56th St & S Keeler Ave, Chicago, IL 60629]>",RoadIntersection
3808,W 56th St And S Komensky Ave,"W 56th St & S Komensky Ave, Chicago, IL 60629","[41.791422, -87.72431]","<[OK] Bing - Geocode [W 56th St & S Komensky Ave, Chicago, IL 60629]>",RoadIntersection
185,W 56th St And S Natoma Ave,"W 56th St & S Natoma Ave, Chicago, IL 60638","[41.790433, -87.787807]","<[OK] Bing - Geocode [W 56th St & S Natoma Ave, Chicago, IL 60638]>",RoadIntersection
2357,W 56th St And S Neva Ave,"W 56th St & S Neva Ave, Chicago, IL 60638","[41.7902299, -87.8001942]","<[OK] Bing - Geocode [W 56th St & S Neva Ave, Chicago, IL 60638]>",RoadIntersection
2356,W 56th St And S New England Ave,"W 56th St & S New England Ave, Chicago, IL 60638","[41.790314, -87.793908]","<[OK] Bing - Geocode [W 56th St & S New England Ave, Chicago, IL 60638]>",RoadIntersection
184,W 56th St And S Nottingham Ave,"W 56th St & S Nottingham Ave, Chicago, IL 60638","[41.7902499, -87.7989121]","<[OK] Bing - Geocode [W 56th St & S Nottingham Ave, Chicago, IL 60638]>",RoadIntersection
2848,W 56th St And S Paulina St,"W 56th St & S Paulina St, Chicago, IL 60636","[41.79222, -87.666938]","<[OK] Bing - Geocode [W 56th St & S Paulina St, Chicago, IL 60636]>",RoadIntersection
2793,W 57th St And S Ashland Ave,"W 57th St & S Ashland Ave, Chicago, IL 60636","[41.790425, -87.664572]","<[OK] Bing - Geocode [W 57th St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
2204,W 57th St And S Hamilton Ave,"W 57th St & S Hamilton Ave, Chicago, IL 60636","[41.7902378, -87.6777406]","<[OK] Bing - Geocode [W 57th St & S Hamilton Ave, Chicago, IL 60636]>",RoadIntersection
796,W 57th St And S Hermitage Ave,"W 57th St & S Hermitage Ave, Chicago, IL 60636","[41.790345, -87.6681156]","<[OK] Bing - Geocode [W 57th St & S Hermitage Ave, Chicago, IL 60636]>",RoadIntersection
2647,W 57th St And S Homan Ave,"W 57th St & S Homan Ave, Chicago, IL 60629","[41.7897916, -87.7083438]","<[OK] Bing - Geocode [W 57th St & S Homan Ave, Chicago, IL 60629]>",RoadIntersection
571,W 57th St And S Kedzie Ave,"W 57th St & S Kedzie Ave, Chicago, IL 60629","[41.789905, -87.703442]","<[OK] Bing - Geocode [W 57th St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
1915,W 57th St And S Keeler Ave,"W 57th St & S Keeler Ave, Chicago, IL 60629","[41.78951, -87.7279276]","<[OK] Bing - Geocode [W 57th St & S Keeler Ave, Chicago, IL 60629]>",RoadIntersection
653,W 57th St And S La Salle St,"W 57th St & S La Salle St, Chicago, IL 60621","[41.790945, -87.629208]","<[OK] Bing - Geocode [W 57th St & S La Salle St, Chicago, IL 60621]>",RoadIntersection
2666,W 57th St And S Lafayette Ave,"W 57th St & S Lafayette Ave, Chicago, IL 60621","[41.790981, -87.6267179]","<[OK] Bing - Geocode [W 57th St & S Lafayette Ave, Chicago, IL 60621]>",RoadIntersection
2794,W 57th St And S Mason Ave,"W 57th St & S Mason Ave, Chicago, IL 60638","[41.788912, -87.770652]","<[OK] Bing - Geocode [W 57th St & S Mason Ave, Chicago, IL 60638]>",RoadIntersection
853,W 57th St And S Massasoit Ave,"W 57th St & S Massasoit Ave, Chicago, IL 60638","[41.788983, -87.765803]","<[OK] Bing - Geocode [W 57th St & S Massasoit Ave, Chicago, IL 60638]>",RoadIntersection
797,W 57th St And S Mobile Ave,"W 57th St & S Mobile Ave, Chicago, IL 60638","[41.7887352, -87.7786351]","<[OK] Bing - Geocode [W 57th St & S Mobile Ave, Chicago, IL 60638]>",RoadIntersection
186,W 57th St And S Nashville Ave,"W 57th St & S Nashville Ave, Chicago, IL 60638","[41.788607, -87.786485]","<[OK] Bing - Geocode [W 57th St & S Nashville Ave, Chicago, IL 60638]>",RoadIntersection
2358,W 57th St And S Natoma Ave,"W 57th St & S Natoma Ave, Chicago, IL 60638","[41.788582, -87.787736]","<[OK] Bing - Geocode [W 57th St & S Natoma Ave, Chicago, IL 60638]>",RoadIntersection
632,W 57th St And S Spaulding Ave,"W 57th St & S Spaulding Ave, Chicago, IL 60629","[41.7898516, -87.7058869]","<[OK] Bing - Geocode [W 57th St & S Spaulding Ave, Chicago, IL 60629]>",RoadIntersection
3810,W 57th St And S Tripp Ave,"W 57th St & S Tripp Ave, Chicago, IL 60629","[41.789486, -87.7291722]","<[OK] Bing - Geocode [W 57th St & S Tripp Ave, Chicago, IL 60629]>",RoadIntersection
4066,W 57th St And S Wood St,"W 57th St & S Wood St, Chicago, IL 60636","[41.7903315, -87.6693396]","<[OK] Bing - Geocode [W 57th St & S Wood St, Chicago, IL 60636]>",RoadIntersection
2300,W 58th Pl And S Central Park Ave,"W 58th Pl & S Central Park Ave, Chicago, IL 60629","[41.787005, -87.713446]","<[OK] Bing - Geocode [W 58th Pl & S Central Park Ave, Chicago, IL 60629]>",RoadIntersection
84,W 58th Pl And S Hamlin Ave,"W 58th Pl & S Hamlin Ave, Chicago, IL 60629","[41.78692, -87.718063]","<[OK] Bing - Geocode [W 58th Pl & S Hamlin Ave, Chicago, IL 60629]>",RoadIntersection
2846,W 58th St And S Ashland Ave,"W 58th St & S Ashland Ave, Chicago, IL 60636","[41.78859, -87.664528]","<[OK] Bing - Geocode [W 58th St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
2263,W 58th St And S Carpenter St,"W 58th St & S Carpenter St, Chicago, IL 60621","[41.788789, -87.651058]","<[OK] Bing - Geocode [W 58th St & S Carpenter St, Chicago, IL 60621]>",RoadIntersection
604,W 58th St And S Damen Ave,"W 58th St & S Damen Ave, Chicago, IL 60636","[41.78848, -87.67415]","<[OK] Bing - Geocode [W 58th St & S Damen Ave, Chicago, IL 60636]>",RoadIntersection
37,W 58th St And S Halsted St,"W 58th St & S Halsted St, Chicago, IL 60621","[41.788861, -87.645025]","<[OK] Bing - Geocode [W 58th St & S Halsted St, Chicago, IL 60621]>",RoadIntersection
2629,W 58th St And S Hoyne Ave,"W 58th St & S Hoyne Ave, Chicago, IL 60636","[41.788455, -87.676595]","<[OK] Bing - Geocode [W 58th St & S Hoyne Ave, Chicago, IL 60636]>",RoadIntersection
852,W 58th St And S Paulina St,"W 58th St & S Paulina St, Chicago, IL 60636","[41.7885552, -87.6668527]","<[OK] Bing - Geocode [W 58th St & S Paulina St, Chicago, IL 60636]>",RoadIntersection
83,W 58th St And S Peoria St,"W 58th St & S Peoria St, Chicago, IL 60621","[41.788804, -87.6474523]","<[OK] Bing - Geocode [W 58th St & S Peoria St, Chicago, IL 60621]>",RoadIntersection
2299,W 58th St And S Sangamon St,"W 58th St & S Sangamon St, Chicago, IL 60621","[41.78882, -87.6486432]","<[OK] Bing - Geocode [W 58th St & S Sangamon St, Chicago, IL 60621]>",RoadIntersection
798,W 59th St And S Kedzie Ave,"W 59th St & S Kedzie Ave, Chicago, IL 60629","[41.786253, -87.703351]","<[OK] Bing - Geocode [W 59th St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
2973,W 59th St And S Kostner Ave,"W 59th St & S Kostner Ave, Chicago, IL 60629","[41.78582, -87.732743]","<[OK] Bing - Geocode [W 59th St & S Kostner Ave, Chicago, IL 60629]>",RoadIntersection
2850,W 59th St And S Mason Ave,"W 59th St & S Mason Ave, Chicago, IL 60638","[41.7852286, -87.770558]","<[OK] Bing - Geocode [W 59th St & S Mason Ave, Chicago, IL 60638]>",RoadIntersection
856,W 59th St And S Melvina Ave,"W 59th St & S Melvina Ave, Chicago, IL 60638","[41.7850999, -87.7766612]","<[OK] Bing - Geocode [W 59th St & S Melvina Ave, Chicago, IL 60638]>",RoadIntersection
2972,W 59th St And S Morgan St,"W 59th St & S Morgan St, Chicago, IL 60621","[41.78698, -87.649851]","<[OK] Bing - Geocode [W 59th St & S Morgan St, Chicago, IL 60621]>",RoadIntersection
799,W 59th St And S Narragansett Ave,"W 59th St & S Narragansett Ave, Chicago, IL 60638","[41.7850387, -87.7815309]","<[OK] Bing - Geocode [W 59th St & S Narragansett Ave, Chicago, IL 60638]>",RoadIntersection
154,W 59th St And S Nashville Ave,"W 59th St & S Nashville Ave, Chicago, IL 60638","[41.7849132, -87.786413]","<[OK] Bing - Geocode [W 59th St & S Nashville Ave, Chicago, IL 60638]>",RoadIntersection
2980,W 59th St And S Parnell Ave,"W 59th St & S Parnell Ave, Chicago, IL 60621","[41.78715, -87.638912]","<[OK] Bing - Geocode [W 59th St & S Parnell Ave, Chicago, IL 60621]>",RoadIntersection
987,W 59th St And S Racine Ave,"W 59th St & S Racine Ave, Chicago, IL 60621","[41.786903, -87.654716]","<[OK] Bing - Geocode [W 59th St & S Racine Ave, Chicago, IL 60621]>",RoadIntersection
2795,W 59th St And S Rockwell St,"W 59th St & S Rockwell St, Chicago, IL 60629","[41.786519, -87.688729]","<[OK] Bing - Geocode [W 59th St & S Rockwell St, Chicago, IL 60629]>",RoadIntersection
999,W 59th St And S Union Ave,"W 59th St & S Union Ave, Chicago, IL 60621","[41.787082, -87.642552]","<[OK] Bing - Geocode [W 59th St & S Union Ave, Chicago, IL 60621]>",RoadIntersection
2555,W Fifth Ave And S Albany Ave,"W 5th Ave & S Albany Ave, Chicago, IL 60612","[41.878998, -87.703838]","<[OK] Bing - Geocode [W 5th Ave & S Albany Ave, Chicago, IL 60612]>",RoadIntersection
460,W Fifth Ave And S Troy St,"W 5th Ave & S Troy St, Chicago, IL 60612","[41.87867, -87.705065]","<[OK] Bing - Geocode [W 5th Ave & S Troy St, Chicago, IL 60612]>",RoadIntersection
138,W 60th Pl And S Wells St,"W 60th Pl & S Wells St, Chicago, IL 60621","[41.7849721, -87.631927]","<[OK] Bing - Geocode [W 60th Pl & S Wells St, Chicago, IL 60621]>",RoadIntersection
2796,W 60th St And S Ashland Ave,"W 60th St & S Ashland Ave, Chicago, IL 60636","[41.784961, -87.664449]","<[OK] Bing - Geocode [W 60th St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
556,W 60th St And S Hamlin Ave,"W 60th St & S Hamlin Ave, Chicago, IL 60629","[41.78419, -87.718014]","<[OK] Bing - Geocode [W 60th St & S Hamlin Ave, Chicago, IL 60629]>",RoadIntersection
2975,W 60th St And S Kedzie Ave,"W 60th St & S Kedzie Ave, Chicago, IL 60629","[41.784417, -87.703297]","<[OK] Bing - Geocode [W 60th St & S Kedzie Ave, Chicago, IL 60629]>",RoadIntersection
849,W 60th St And S Kilpatrick Ave,"W 60th St & S Kilpatrick Ave, Chicago, IL 60629","[41.783911, -87.7400201]","<[OK] Bing - Geocode [W 60th St & S Kilpatrick Ave, Chicago, IL 60629]>",RoadIntersection
2843,W 60th St And S Kolmar Ave,"W 60th St & S Kolmar Ave, Chicago, IL 60629","[41.783954, -87.736361]","<[OK] Bing - Geocode [W 60th St & S Kolmar Ave, Chicago, IL 60629]>",RoadIntersection
989,W 60th St And S Lawndale Ave,"W 60th St & S Lawndale Ave, Chicago, IL 60629","[41.784207, -87.715551]","<[OK] Bing - Geocode [W 60th St & S Lawndale Ave, Chicago, IL 60629]>",RoadIntersection
2582,W 60th St And S Mason Ave,"W 60th St & S Mason Ave, Chicago, IL 60638","[41.783426, -87.770468]","<[OK] Bing - Geocode [W 60th St & S Mason Ave, Chicago, IL 60638]>",RoadIntersection
2372,W 60th St And S Merrimac Ave,"W 60th St & S Merrimac Ave, Chicago, IL 60638","[41.783221, -87.77773]","<[OK] Bing - Geocode [W 60th St & S Merrimac Ave, Chicago, IL 60638]>",RoadIntersection
209,W 60th St And S Mobile Ave,"W 60th St & S Mobile Ave, Chicago, IL 60638","[41.783207, -87.778928]","<[OK] Bing - Geocode [W 60th St & S Mobile Ave, Chicago, IL 60638]>",RoadIntersection
506,W 60th St And S Monitor Ave,"W 60th St & S Monitor Ave, Chicago, IL 60638","[41.783434, -87.7680205]","<[OK] Bing - Geocode [W 60th St & S Monitor Ave, Chicago, IL 60638]>",RoadIntersection
213,W 60th St And S Mulligan Ave,"W 60th St & S Mulligan Ave, Chicago, IL 60638","[41.783192, -87.7802336]","<[OK] Bing - Geocode [W 60th St & S Mulligan Ave, Chicago, IL 60638]>",RoadIntersection
210,W 60th St And S Nagle Ave,"W 60th St & S Nagle Ave, Chicago, IL 60638","[41.7831479, -87.7827176]","<[OK] Bing - Geocode [W 60th St & S Nagle Ave, Chicago, IL 60638]>",RoadIntersection
214,W 60th St And S Narragansett Ave,"W 60th St & S Narragansett Ave, Chicago, IL 60638","[41.783176, -87.781467]","<[OK] Bing - Geocode [W 60th St & S Narragansett Ave, Chicago, IL 60638]>",RoadIntersection
1960,W 60th St And S Nashville Ave,"W 60th St & S Nashville Ave, Chicago, IL 60638","[41.7830959, -87.7863762]","<[OK] Bing - Geocode [W 60th St & S Nashville Ave, Chicago, IL 60638]>",RoadIntersection
211,W 60th St And S Natchez Ave,"W 60th St & S Natchez Ave, Chicago, IL 60638","[41.7831279, -87.7839139]","<[OK] Bing - Geocode [W 60th St & S Natchez Ave, Chicago, IL 60638]>",RoadIntersection
215,W 60th St And S Natoma Ave,"W 60th St & S Natoma Ave, Chicago, IL 60638","[41.7830839, -87.7875778]","<[OK] Bing - Geocode [W 60th St & S Natoma Ave, Chicago, IL 60638]>",RoadIntersection
212,W 60th St And S Normandy Ave,"W 60th St & S Normandy Ave, Chicago, IL 60638","[41.7830719, -87.7888116]","<[OK] Bing - Geocode [W 60th St & S Normandy Ave, Chicago, IL 60638]>",RoadIntersection
800,W 60th St And S Paulina St,"W 60th St & S Paulina St, Chicago, IL 60636","[41.784911, -87.66678]","<[OK] Bing - Geocode [W 60th St & S Paulina St, Chicago, IL 60636]>",RoadIntersection
414,W 60th St And S Pulaski Rd,"W 60th St & S Pulaski Rd, Chicago, IL 60629","[41.784109, -87.722989]","<[OK] Bing - Geocode [W 60th St & S Pulaski Rd, Chicago, IL 60629]>",RoadIntersection
216,W 60th St And S Rutherford Ave,"W 60th St & S Rutherford Ave, Chicago, IL 60638","[41.7830439, -87.7900079]","<[OK] Bing - Geocode [W 60th St & S Rutherford Ave, Chicago, IL 60638]>",RoadIntersection
2974,W 60th St And S St Louis Ave,"W 60th St & S Saint Louis Ave, Chicago, IL 60629","[41.7843199, -87.7105647]","<[OK] Bing - Geocode [W 60th St & S Saint Louis Ave, Chicago, IL 60629]>",RoadIntersection
990,W 60th St And S Spaulding Ave,"W 60th St & S Spaulding Ave, Chicago, IL 60629","[41.7843799, -87.7057206]","<[OK] Bing - Geocode [W 60th St & S Spaulding Ave, Chicago, IL 60629]>",RoadIntersection
2521,W 60th St And S Springfield Ave,"W 60th St & S Springfield Ave, Chicago, IL 60629","[41.784136, -87.720452]","<[OK] Bing - Geocode [W 60th St & S Springfield Ave, Chicago, IL 60629]>",RoadIntersection
1677,W 61st Pl And S Pulaski Rd,"W 61st Pl & S Pulaski Rd, Chicago, IL 60629","[41.781374, -87.722762]","<[OK] Bing - Geocode [W 61st Pl & S Pulaski Rd, Chicago, IL 60629]>",RoadIntersection
3605,W 61st Pl And S Springfield Ave,"W 61st Pl & S Springfield Ave, Chicago, IL 60629","[41.7814254, -87.7203878]","<[OK] Bing - Geocode [W 61st Pl & S Springfield Ave, Chicago, IL 60629]>",RoadIntersection
2842,W 61st St And S Halsted St,"W 61st St & S Halsted St, Chicago, IL 60621","[41.7833903, -87.6449786]","<[OK] Bing - Geocode [W 61st St & S Halsted St, Chicago, IL 60621]>",RoadIntersection
197,W 61st St And S Karlov Ave,"W 61st St & S Karlov Ave, Chicago, IL 60629","[41.7822397, -87.7252404]","<[OK] Bing - Geocode [W 61st St & S Karlov Ave, Chicago, IL 60629]>",RoadIntersection
2366,W 61st St And S Kedvale Ave,"W 61st St & S Kedvale Ave, Chicago, IL 60629","[41.7822317, -87.7265278]","<[OK] Bing - Geocode [W 61st St & S Kedvale Ave, Chicago, IL 60629]>",RoadIntersection
2365,W 61st St And S Komensky Ave,"W 61st St & S Komensky Ave, Chicago, IL 60629","[41.782269, -87.724089]","<[OK] Bing - Geocode [W 61st St & S Komensky Ave, Chicago, IL 60629]>",RoadIntersection
352,W 61st St And S Major Ave,"W 61st St & S Major Ave, Chicago, IL 60638","[41.7816819, -87.7642869]","<[OK] Bing - Geocode [W 61st St & S Major Ave, Chicago, IL 60638]>",RoadIntersection
2474,W 61st St And S Mason Ave,"W 61st St & S Mason Ave, Chicago, IL 60638","[41.7815859, -87.7704023]","<[OK] Bing - Geocode [W 61st St & S Mason Ave, Chicago, IL 60638]>",RoadIntersection
848,W 61st St And S Peoria St,"W 61st St & S Peoria St, Chicago, IL 60621","[41.7833644, -87.6472959]","<[OK] Bing - Geocode [W 61st St & S Peoria St, Chicago, IL 60621]>",RoadIntersection
173,W 62nd St And S Ashland Ave,"W 62nd St & S Ashland Ave, Chicago, IL 60636","[41.7813113, -87.6642075]","<[OK] Bing - Geocode [W 62nd St & S Ashland Ave, Chicago, IL 60636]>",RoadIntersection
358,W 62nd St And S Hamlin Ave,"W 62nd St & S Hamlin Ave, Chicago, IL 60629","[41.7805477, -87.7178979]","<[OK] Bing - Geocode [W 62nd St & S Hamlin Ave, Chicago, IL 60629]>",RoadIntersection
537,W 62nd St And S Hoyne Ave,"W 62nd St & S Hoyne Ave, Chicago, IL 60636","[41.7811703, -87.6761572]","<[OK] Bing - Geocode [W 62nd St & S Hoyne Ave, Chicago, IL 60636]>",RoadIntersection
200,W 62nd St And S Karlov Ave,"W 62nd St & S Karlov Ave, Chicago, IL 60629","[41.780424, -87.725241]","<[OK] Bing - Geocode [W 62nd St & S Karlov Ave, Chicago, IL 60629]>",RoadIntersection
198,W 62nd St And S Keeler Ave,"W 62nd St & S Keeler Ave, Chicago, IL 60629","[41.780395, -87.727697]","<[OK] Bing - Geocode [W 62nd St & S Keeler Ave, Chicago, IL 60629]>",RoadIntersection
201,W 62nd St And S Kildare Ave,"W 62nd St & S Kildare Ave, Chicago, IL 60629","[41.78037, -87.73013]","<[OK] Bing - Geocode [W 62nd St & S Kildare Ave, Chicago, IL 60629]>",RoadIntersection
1799,W 62nd St And S Knox Ave,"W 62nd St & S Knox Ave, Chicago, IL 60629","[41.7802989, -87.738679]","<[OK] Bing - Geocode [W 62nd St & S Knox Ave, Chicago, IL 60629]>",RoadIntersection
