,Unnamed: 0,project_number,location_name,year_range,from,to,from_lat_long,to_lat_long,from_blockgroup,to_blockgroup
2443,2443,[170 -04] 38342,3200-3444 N Paris Ave,2017-2021,3200 N Paris Ave,3444 N Paris Ave,"[41.93793067649081, -87.83004039011999]","[41.942307, -87.830508]",170311706002,170311706002
2444,2444,[170 -04] 38342,3600-3940 N Pioneer Ave,2017-2021,3600 N Pioneer Ave,3940 N Pioneer Ave,"[41.945031956708576, -87.83156713194157]","[41.9515535, -87.8319408]",170311705004,170311705003
2445,2445,[170 -04] 38342,3220-3346 N Plainfield Ave,2017-2021,3220 N Plainfield Ave,3346 N Plainfield Ave,"[41.93818, -87.833956]","[41.940386501179006, -87.83377559478762]",170311706002,170311706002
2446,2446,[170 -04] 38342,134-140 N Western Ave,2017-2021,134 N Western Ave,140 N Western Ave,"[41.88137836225271, -87.68657999806109]","[41.881377057122954, -87.68657994355833]",170318378001,170318378001
2447,2447,[170 -04] 38342,2723-3100 S Archer Ave,2017-2021,2723 S Archer Ave,3100 S Archer Ave,"[41.843964, -87.652559]","[41.84267643320567, -87.65598818490578]",170318402001,170316006002
2448,2448,[170 -04] 38342,8546-8700 S Cottage Grove Ave,2017-2021,8546 S Cottage Grove Ave,8700 S Cottage Grove Ave,"[41.738955, -87.605464]","[41.736431, -87.605173]",170314402022,170314407001
2449,2449,[170 -04] 38342,9176-9232 S Dr Martin Luther King Jr Dr,2017-2021,9176 S Dr Martin Luther King Jr Dr,9232 S Dr Martin Luther King Jr Dr,"[41.726944, -87.614625]","[41.725949, -87.614537]",170314903001,170314903001
2450,2450,[170 -04] 38342,2316-2700 W Roosevelt Rd,2017-2021,2316 W Roosevelt Rd,2700 W Roosevelt Rd,"[41.866923, -87.684269]","[41.867359, -87.6944]",170312828001,170318433001
2451,2451,[170 -04] 38342,9400-9440 S Indiana Ave,2017-2021,9400 S Indiana Ave,9440 S Indiana Ave,"[41.723477452442125, -87.6190775819822]","[41.722394, -87.619472]",170314903002,170314903002
2452,2452,[170 -04] 38342,2100-2130 S Millard Ave,2017-2021,2100 S Millard Ave,2130 S Millard Ave,"[41.85353320957219, -87.7163269779664]","[41.852927, -87.716601]",170318414002,170318414002
2453,2453,[170 -04] 38342,2100-2324 S Ridgeway Ave,2017-2021,2100 S Ridgeway Ave,2324 S Ridgeway Ave,"[41.852382181400436, -87.718720733109]","[41.849029, -87.718939]",170318414002,170313006001
2454,2454,[170 -04] 38342,2600-2733 W 25th St,2017-2021,2600 W 25th St,2733 W 25th St,"[41.846709, -87.690558]","[41.8457118, -87.6936302]",170313012002,170313012002
2455,2455,[170 -04] 38342,2948-3000 W 59th St,2017-2021,2948 W 59th St,3000 W 59th St,"[41.786538, -87.697961]","[41.786458, -87.698659]",170316308004,170316308004
2456,2456,[170 -04] 38342,402-500 W 95th St,2017-2021,402 W 95th St,500 W 95th St,"[41.7222523, -87.6340564]","[41.7217426, -87.6361302]",170317301001,170317301001
2457,2457,[170 -04] 38342,7852-7892 W Cahill Ter,2017-2021,7852 W Cahill Ter,7892 W Cahill Ter,"[41.946316, -87.824347]","[41.945849, -87.825532]",170311705001,170311705001
2458,2458,[170 -04] 38342,7400-7749 W Forest Preserve Ave,2017-2021,7400 W Forest Preserve Ave,7749 W Forest Preserve Ave,"[41.95166446495063, -87.81206716140765]","[41.946547, -87.821408]",170311704001,170311705001
2459,2459,[170 -04] 38342,7800-7860 W Forest Preserve Ave,2017-2021,7800 W Forest Preserve Ave,7860 W Forest Preserve Ave,"[41.94660157379991, -87.82226277023102]","[41.94635900350958, -87.82276938929235]",170311705001,170311705001
2460,2460,[170 -04] 38342,1026-1100 W Leland Ave,2017-2021,1026 W Leland Ave,1100 W Leland Ave,"[41.9673907, -87.6559012]","[41.967312, -87.657969]",170318307002,170318307002
2461,2461,[170 -04] 38342,3200-3236 S Lawndale Ave,2017-2021,3200 S Lawndale Ave,3236 S Lawndale Ave,"[41.83505, -87.717328]","[41.834076, -87.717214]",170318305003,170318305003
2462,2462,[170 -04] 38342,2610-2800 W Wilcox St,2017-2021,2610 W Wilcox St,2800 W Wilcox St,"[41.879583, -87.691866]","[41.87931666249036, -87.69663989124047]",170318374002,170318370002
2463,2463,[170 -04] 40990,On N Aberdeen St From W Carroll Ave To W Kinzie St,2017-2021,N Aberdeen St And W Carroll Ave,N Aberdeen St And W Kinzie St,"[41.887725, -87.654518]","[41.888967, -87.654564]",170318330001,170318330001
2464,2464,[170 -04] 40990,On N Carpenter St From W Randolph St To W Carroll Ave,2017-2021,N Carpenter St And W Randolph St,N Carpenter St And W Carroll Ave,"[41.884336, -87.653284]","[41.88775, -87.653339]",170318330001,170318330001
2465,2465,[170 -04] 40990,On N Elizabeth St From W Grand Ave To W Kinzie St,2017-2021,N Elizabeth St And W Grand Ave,N Elizabeth St And W Kinzie St,"[41.891087, -87.659461]","[41.88892, -87.658938]",170312434002,170318330002
2466,2466,[170 -04] 40990,On N May St From W Randolph St To W Carroll Ave,2017-2021,N May St And W Randolph St,N May St And W Carroll Ave,"[41.884392, -87.655622]","[41.887738, -87.655715]",170318330002,170318330002
2467,2467,[170 -04] 40990,On N Racine Ave From W Madison St To W Carroll Ave,2017-2021,N Racine Ave And W Madison St,N Racine Ave And W Carroll Ave,"[41.8816877, -87.6566836]","[41.887718, -87.656875]",170318330002,170318330002
2468,2468,[170 -04] 40990,On N Ada St From N Ogden Ave To W Madison St,2017-2021,N Ada St And N Ogden Ave,N Ada St And W Madison St,"[41.888011, -87.6610115]","[41.881613, -87.660571]",170318330002,170318330002
2469,2469,[170 -04] 40990,On N Elizabeth St From W Carroll Ave To W Randolph St,2017-2021,N Elizabeth St And W Carroll Ave,N Elizabeth St And W Randolph St,"[41.88769, -87.658892]","[41.884123, -87.658838]",170318330002,170318330002
2470,2470,[170 -04] 40990,On N Green St From W Randolph St To W Kinzie St,2017-2021,N Green St And W Randolph St,N Green St And W Kinzie St,"[41.88452, -87.648623]","[41.8889983, -87.6486991]",170318330001,170318330001
2471,2471,[170 -04] 40990,On N Racine Ave From W Grand Ave To W Kinzie St,2017-2021,N Racine Ave And W Grand Ave,N Racine Ave And W Kinzie St,"[41.891096, -87.657403]","[41.8889499, -87.6569745]",170312434002,170312435001
2472,2472,[170 -04] 40990,On W Lake St From N Racine Ave To N Morgan St,2017-2021,W Lake St And N Racine Ave,W Lake St And N Morgan St,"[41.885569, -87.656796]","[41.885587, -87.652116]",170318330002,170318330001
2473,2473,[170 -04] 38342,On E 101st St From S Forest Ave To S Dr Martin Luther King Jr Dr,2018-2022,E 101st St And S Forest Ave,E 101st St And S Dr Martin Luther King Jr Dr,"[41.710911, -87.616263]","[41.710958, -87.61388]",170314908004,170314908004
2474,2474,[170 -04] 38342,On N Page Ave From W Irving Park Rd To W Addison St,2018-2022,N Page Ave And W Irving Park Rd,N Page Ave And W Addison St,"[41.95226, -87.82811]","[41.945001, -87.8279076]","[41.95226, -87.82811]",170311705004
2475,2475,[170 -04] 38342,On N Paris Ave From W Waveland Ave To W Addison St,2018-2022,N Paris Ave And W Waveland Ave,N Paris Ave And W Addison St,"[41.946748, -87.830334]","[41.944931, -87.830261]",170311705004,170311705004
2476,2476,[170 -04] 38342,On N Plainfield Ave From W Irving Park Rd To W Grace St,2018-2022,N Plainfield Ave And W Irving Park Rd,N Plainfield Ave And W Grace St,"[41.952071, -87.834246]","[41.9484676, -87.8340871]",170311705003,170311705003
2477,2477,[170 -04] 38342,On N Ravenswood Ave From W Lawrence Ave To W Sunnyside Ave,2018-2022,N Ravenswood Ave And W Lawrence Ave,N Ravenswood Ave And W Sunnyside Ave,"[41.9687862, -87.6741751]","[42.0013303000004, -87.6751134499537]",170318308001,170318306004
2478,2478,[170 -04] 38342,On N Washtenaw Ave From W Chicago Ave To W Grand Ave,2018-2022,N Washtenaw Ave And W Chicago Ave,N Washtenaw Ave And W Grand Ave,"[42.01914485, -87.697255550009]","[42.01914485, -87.697255550009]",170310202004,170310202004
2479,2479,[170 -04] 38342,On N Winchester Ave From W Lawrence Ave To W Wilson Ave,2018-2022,N Winchester Ave And W Lawrence Ave,N Winchester Ave And W Wilson Ave,"[41.9688108, -87.6777149]","[41.965144, -87.677573]",170310404023,170318308001
2480,2480,[170 -04] 38342,On N Wolcott Ave From W Huron St To W Warren Blvd,2018-2022,N Wolcott Ave And W Huron St,N Wolcott Ave And W Warren Blvd,"[41.8941352, -87.674551]","[41.8822811, -87.674214]",170312431001,170318381002
2481,2481,[170 -04] 38342,On S Anthony Ave From E 83rd St To E 84th St,2018-2022,S Anthony Ave And E 83rd St,S Anthony Ave And E 84th St,"[41.744294, -87.578751]","[41.742538, -87.576194]",170314503001,170314503002
2482,2482,[170 -04] 38342,On S Archer Ave From W 35th St To W 37th St,2018-2022,S Archer Ave And W 35th St,S Archer Ave And W 37th St,"[41.830427, -87.677624]","[41.829721, -87.678926]",170318403002,170315905001
2483,2483,[170 -04] 38342,On S Avalon Ave From E 81st St To E 83rd St,2018-2022,S Avalon Ave And E 81st St,S Avalon Ave And E 83rd St,"[41.7477375, -87.5941639]","[41.744102, -87.594111]",170318343001,170318343001
2484,2484,[170 -04] 38342,On S Central Park Ave From W 28th St To W 32nd St,2018-2022,S Central Park Ave And W 28th St,S Central Park Ave And W 32nd St,"[41.840727, -87.714694]","[41.83526, -87.71458]",170313017012,170318305002
2485,2485,[170 -04] 38342,On N Ozanam Ave From W Addison St To W School St,2018-2022,N Ozanam Ave And W Addison St,N Ozanam Ave And W School St,"[41.945173, -87.821663]","[41.939528, -87.82145]",170311705001,170311707002
2486,2486,[170 -04] 38342,On S Champlain Ave From E 80th St To E 81st St,2018-2022,S Champlain Ave And E 80th St,S Champlain Ave And E 81st St,"[41.7493941, -87.6088165]","[41.7475133, -87.6086996]",170314402011,170314402013
2487,2487,[170 -04] 38342,On S Cregier Ave From E 89th St To E 90th St,2018-2022,S Cregier Ave And E 89th St,S Cregier Ave And E 90th St,"[41.7333881, -87.5804871]","[41.731531, -87.580453]",170314801002,170314804007
2488,2488,[170 -04] 38342,On S Dr Martin Luther King Jr Dr From E 101st St To E 103rd St,2018-2022,S Dr Martin Luther King Jr Dr And E 101st St,S Dr Martin Luther King Jr Dr And E 103rd St,"[41.710958, -87.61388]","[41.707311, -87.613789]",170314908004,170314909022
2489,2489,[170 -04] 38342,On S Drake Ave From W 30th St To W 31st St,2018-2022,S Drake Ave And W 30th St,S Drake Ave And W 31st St,"[41.8389126, -87.7134027]","[41.837111, -87.713366]",170313016002,170313016002
2490,2490,[170 -04] 38342,On S Emerald Ave From W 69th St To W 71st St,2018-2022,S Emerald Ave And W 69th St,S Emerald Ave And W 71st St,"[41.768865, -87.643256]","[41.765231, -87.643172]",170316812004,170316812001
2491,2491,[170 -04] 38342,On S Hamlin Ave From W 26th St To W 27th St,2018-2022,S Hamlin Ave And W 26th St,S Hamlin Ave And W 27th St,"[41.844322, -87.719659]","[41.842487, -87.719636]",170313006002,170313017011
2492,2492,[170 -04] 38342,On S Homan Ave From W 16th St To W 26th St,2018-2022,S Homan Ave And W 16th St,S Homan Ave And W 26th St,"[41.8590254, -87.7103414]","[41.844478, -87.709893]",170312912001,170313008002
2493,2493,[170 -04] 38342,On S Lawndale Ave From W 15th St To W 16th St,2018-2022,S Lawndale Ave And W 15th St,S Lawndale Ave And W 16th St,"[41.8607891, -87.7176895]","[41.858967, -87.71766]",170318387004,170318387004
2494,2494,[170 -04] 38342,On S Lawndale Ave From W 26th St To W 31st St,2018-2022,S Lawndale Ave And W 26th St,S Lawndale Ave And W 31st St,"[41.844361, -87.717233]","[41.837016, -87.717025]",170313006002,170313017023
2495,2495,[170 -04] 38342,On S Luella Ave From E 89th St To E 90th St,2018-2022,S Luella Ave And E 89th St,S Luella Ave And E 90th St,"[41.7335162, -87.5695544]","[41.731669, -87.569473]",170314801001,170314804001
2496,2496,[170 -04] 38342,On S Michigan Ave From E 81st St To E 82nd St,2018-2022,S Michigan Ave And E 81st St,S Michigan Ave And E 82nd St,"[41.7473837, -87.6212859]","[41.745532, -87.621249]",170314403005,170314403005
2497,2497,[170 -04] 38342,On S Millard Ave From W 15th St To W 16th St,2018-2022,S Millard Ave And W 15th St,S Millard Ave And W 16th St,"[41.860813, -87.71648]","[41.858978, -87.716428]",170318387004,170318387004
2498,2498,[170 -04] 38342,On S Clyde Ave From E 99th St To E 100th St,2018-2022,S Clyde Ave And E 99th St,S Clyde Ave And E 100th St,"[41.715252, -87.571836]","[41.713398, -87.571842]",170315103004,170315103004
2499,2499,[170 -04] 38342,On N Ottawa Ave From W Cornelia Ave To W School St,2018-2022,N Ottawa Ave And W Cornelia Ave,N Ottawa Ave And W School St,"[41.94324, -87.817903]","[41.939605, -87.817772]",170311708003,170311708003
2500,2500,[170 -04] 38342,On S Paulina St From W Harrison St To W Polk St,2018-2022,S Paulina St And W Harrison St,S Paulina St And W Polk St,"[41.8741357, -87.6691122]","[41.871607, -87.669026]",170318382002,170318382002
2501,2501,[170 -04] 38342,On N Opal Ave From W Addison St To W School St,2018-2022,N Opal Ave And W Addison St,N Opal Ave And W School St,"[41.945139, -87.822892]","[41.939502, -87.822657]",170311705001,170311707002
2502,2502,[170 -04] 38342,On E 84th Pl From S Stony Island Ave To S Cregier Ave,2018-2022,E 84th Pl And S Stony Island Ave,E 84th Pl And S Cregier Ave,"[41.741471, -87.585312]","[41.741526, -87.580614]",170314503001,170314503002
2503,2503,[170 -04] 38342,On E 86th St From S Dante Ave To S Blackstone Ave,2018-2022,E 86th St And S Dante Ave,E 86th St And S Blackstone Ave,"[41.738685, -87.589117]","[41.738696, -87.587922]",170318343004,170318343004
2504,2504,[170 -04] 38342,On E 89th St From S State St To S Indiana Ave,2018-2022,E 89th St And S State St,E 89th St And S Indiana Ave,"[41.7326968, -87.6240517]","[41.732789, -87.619268]",170318424002,170314406001
2505,2505,[170 -04] 38342,On E 93rd St From S Harper Ave To S Stony Island Ave,2018-2022,E 93rd St And S Harper Ave,E 93rd St And S Stony Island Ave,"[41.725953, -87.586673]","[41.725989, -87.585426]",170314803002,170314803002
2506,2506,[170 -04] 38342,On N Ashland Ave From W Wellington Ave To W Diversey Pkwy,2018-2022,N Ashland Ave And W Wellington Ave,N Ashland Ave And W Diversey Pkwy,"[41.9360246, -87.6685913]","[41.932443, -87.66832]",170310626001,170310627002
2507,2507,[170 -04] 38342,On N Austin Ave From W Peterson Ave To N Milwaukee Ave,2018-2022,N Austin Ave And W Peterson Ave,N Austin Ave And N Milwaukee Ave,"[41.9901834, -87.7779227]","[41.9868834, -87.7779674]",170311001002,170311001002
2508,2508,[170 -04] 38342,On N Osceola Ave From W Forest Preserve Ave To W Wellington Ave,2018-2022,N Osceola Ave And W Forest Preserve Ave,N Osceola Ave And W Wellington Ave,"[41.951045, -87.812975]","[41.934412, -87.812709]",170311704004,170311709001
2509,2509,[170 -04] 38342,On N Central Ave From N Leonard Ave To N Manton Ave,2018-2022,N Central Ave And N Leonard Ave,N Central Ave And N Manton Ave,"[41.987222, -87.7682369]","[41.986141, -87.768277]",170311101001,170311101005
2510,2510,[170 -04] 38342,On N Central Ave From W Catalpa Ave To N Lovejoy Ave,2018-2022,N Central Ave And W Catalpa Ave,N Central Ave And N Lovejoy Ave,"[41.98108, -87.76839]","[41.978174, -87.768441]",170311102001,170311102001
2511,2511,[170 -04] 38342,On N Damen Ave From W Howard St To W Jarvis Ave,2018-2022,N Damen Ave And W Howard St,N Damen Ave And W Jarvis Ave,"[42.019473, -87.68047]","[42.0151252, -87.6805309]","[42.019473, -87.68047]",170310102011
2512,2512,[170 -04] 38342,On N Elizabeth St From W Erie St To W Grand Ave,2018-2022,N Elizabeth St And W Erie St,N Elizabeth St And W Grand Ave,"[41.893458, -87.659529]","[41.891087, -87.659461]",170312434002,170312434002
2513,2513,[170 -04] 38342,On N Harlem Ave From W Peterson Ave To W Talcott Ave,2018-2022,N Harlem Ave And W Peterson Ave,N Harlem Ave And W Talcott Ave,"[41.9900141, -87.8068995]","[41.985822, -87.806927]",170311003006,170311003002
2514,2514,[170 -04] 38342,On N Central Ave From N Elston Ave To W Foster Ave,2018-2022,N Central Ave And N Elston Ave,N Central Ave And W Foster Ave,"[41.9850181, -87.7683136]","[41.975686, -87.76848]",170311101005,170311105014
2515,2515,[170 -04] 38342,On N Luna Ave From W Catalpa Ave To W Balmoral Ave,2018-2022,N Luna Ave And W Catalpa Ave,N Luna Ave And W Balmoral Ave,"[41.9811, -87.767144]","[41.9793172, -87.7671828]",170311105012,170311105012
2516,2516,[170 -04] 38342,On N Marmora Ave From W Ardmore Ave To N Milwaukee Ave,2018-2022,N Marmora Ave And W Ardmore Ave,N Marmora Ave And N Milwaukee Ave,"[41.9860375, -87.7745872]","[41.9841799, -87.7755754]",170311101004,170311101003
2517,2517,[170 -04] 38342,On N Nagle Ave From N Avondale Ave To W Bryn Mawr Ave,2018-2022,N Nagle Ave And N Avondale Ave,N Nagle Ave And W Bryn Mawr Ave,"[41.984946, -87.787703]","[41.982858, -87.787742]",170311003001,170311006001
2518,2518,[170 -04] 38342,On N Navarre Ave From N Nashotah Ave To N Napoleon Ave,2018-2022,N Navarre Ave And N Nashotah Ave,N Navarre Ave And N Napoleon Ave,"[41.9888985, -87.7903837]","[41.9878098, -87.7884448]",170311002003,170311002003
2519,2519,[170 -04] 38342,On N Newland Ave From W Hayes Ave To W Imlay St,2018-2022,N Newland Ave And W Hayes Ave,N Newland Ave And W Imlay St,"[41.999991, -87.800469]","[41.9982696, -87.8000935]",170311002006,170311002005
2520,2520,[170 -04] 38342,On N Oakley Blvd From W Kinzie St To W Adams St,2018-2022,N Oakley Blvd And W Kinzie St,N Oakley Blvd And W Adams St,"[41.8886053, -87.6841668]","[41.88322830200195, -87.63240051269531]",170312429002,170318391001
2521,2521,[170 -04] 38342,On N Octavia Ave From W Byron St To W Cornelia Ave,2018-2022,N Octavia Ave And W Byron St,N Octavia Ave And W Cornelia Ave,"[41.95067, -87.80959]","[41.943398, -87.809342]",170311704001,170311708001
2522,2522,[170 -04] 38342,On N Odell Ave From W Byron St To W Belmont Ave,2018-2022,N Odell Ave And W Byron St,N Odell Ave And W Belmont Ave,"[41.9506502, -87.8108634]","[41.93799, -87.810367]",170311704001,"[41.93799, -87.810367]"
2523,2523,[170 -04] 38342,On N Olcott Ave From W Forest Preserve Ave To W Grace St,2018-2022,N Olcott Ave And W Forest Preserve Ave,N Olcott Ave And W Grace St,"[41.950515, -87.814186]","[41.948765, -87.814443]",170311704004,170311704004
2524,2524,[170 -04] 38342,On N Olcott Ave From W Palatine Ave To W Myrtle Ave,2018-2022,N Olcott Ave And W Palatine Ave,N Olcott Ave And W Myrtle Ave,"[41.9954616, -87.8136394]","[41.9935448, -87.8136841]",170311003005,170311003005
2525,2525,[170 -04] 38342,On N Oleander Ave From W Addison St To W Wellington Ave,2018-2022,N Oleander Ave And W Addison St,N Oleander Ave And W Wellington Ave,"[41.945109, -87.815525]","[41.934349, -87.815145]",170311704003,170311709001
2526,2526,[170 -04] 38342,On N Hoyne Ave From W Fulton St To W Maypole Ave,2018-2022,N Hoyne Ave And W Fulton St,N Hoyne Ave And W Maypole Ave,"[41.8867331, -87.6792283]","[41.8840417, -87.6791637]",170318378002,170318378002
2527,2527,[170 -04] 38342,On S Ashland Ave From W 79th St To W 83rd St,2018-2022,S Ashland Ave And W 79th St,S Ashland Ave And W 83rd St,"[41.750346, -87.663386]","[41.743071, -87.663358]",170317106002,170317112001
2528,2528,[170 -04] 38342,On S Archer Ave From S Senour Ave To S Halsted St,2018-2022,S Archer Ave And S Senour Ave,S Archer Ave And S Halsted St,"[41.8452769, -87.6506561]","[41.8472125, -87.6465235]",170318402001,170318402001
2529,2529,[170 -04] 38342,On S Albany Ave From W Cermak Rd To W 26th St,2018-2022,S Albany Ave And W Cermak Rd,S Albany Ave And W 26th St,"[41.851816, -87.702818]","[41.844599, -87.702554]",170318417001,170313009001
2530,2530,[170 -04] 38342,On N Winthrop Ave From W Lawrence Ave To N Kenmore Ave,2018-2022,N Winthrop Ave And W Lawrence Ave,N Winthrop Ave And N Kenmore Ave,"[41.9690412, -87.6576315]","[41.9989283, -87.6578055]",170318307002,170310104003
2531,2531,[170 -04] 38342,On N Ozark Ave From W Addison St To W Cornelia Ave,2018-2022,N Ozark Ave And W Addison St,N Ozark Ave And W Cornelia Ave,"[41.945205, -87.820436]","[41.943189, -87.820358]",170311705001,170311707001
2532,2532,[170 -04] 38342,On N Rutherford Ave From W Foster Ave To W Carmen Ave,2018-2022,N Rutherford Ave And W Foster Ave,N Rutherford Ave And W Carmen Ave,"[41.975552, -87.795162]","[41.9737819, -87.795198]",170311007003,170311007003
2533,2533,[170 -04] 38342,On N Racine Ave From W Grand Ave To W Kinzie St,2018-2022,N Racine Ave And W Grand Ave,N Racine Ave And W Kinzie St,"[41.891096, -87.657403]","[41.8889499, -87.6569745]",170312434002,170312435001
2534,2534,[170 -04] 38342,On N Pioneer Ave From W Berteau Ave To W Irving Park Rd,2018-2022,N Pioneer Ave And W Berteau Ave,N Pioneer Ave And W Irving Park Rd,"[41.9558489, -87.8318321]","[41.9521744, -87.8316532]","[41.9558489, -87.8318321]","[41.9521744, -87.8316532]"
2535,2535,[170 -04] 38342,On N Panama Ave From W Irving Park Rd To W Addison St,2018-2022,N Panama Ave And W Irving Park Rd,N Panama Ave And W Addison St,"[41.9522292, -87.8293724]","[41.944965, -87.82905]","[41.9522292, -87.8293724]",170311705004
2536,2536,[170 -04] 38342,On N Western Ave From W Madison St To W Van Buren St,2018-2022,N Western Ave And W Madison St,N Western Ave And W Van Buren St,"[41.881197, -87.686391]","[41.87689971923828, -87.62310028076172]",170318378001,170313204001
2537,2537,[170 -04] 38342,On S Blackstone Ave From E 83rd St To E 86th St,2018-2022,S Blackstone Ave And E 83rd St,S Blackstone Ave And E 86th St,"[41.744163, -87.588179]","[41.738696, -87.587922]",170318343003,170318343004
2538,2538,[170 -04] 38342,On S Michigan Ave From E 95th St To E 96th St,2018-2022,S Michigan Ave And E 95th St,S Michigan Ave And E 96th St,"[41.721723, -87.620585]","[41.719956, -87.620558]",170314905002,170314905002
2539,2539,[170 -04] 38342,On S Chappel Ave From E 97th Pl To E 98th Pl,2018-2022,S Chappel Ave And E 97th Pl,S Chappel Ave And E 98th Pl,"[41.717994, -87.574054]","[41.717088, -87.574021]",170315103002,170315103004
2540,2540,[170 -04] 38342,On S Constance Ave From E 84th St To E 86th St,2018-2022,S Constance Ave And E 84th St,S Constance Ave And E 86th St,"[41.74247, -87.57946]","[41.738805, -87.579378]",170314503002,170314503003
2541,2541,[170 -04] 38342,On S Dante Ave From E 90th St To E 91st St,2018-2022,S Dante Ave And E 90th St,S Dante Ave And E 91st St,"[41.731378, -87.589234]","[41.7295703, -87.5891713]",170314803001,170314803001
2542,2542,[170 -04] 38342,On S Dr Martin Luther King Jr Dr From E 89th St To E 91st Pl,2018-2022,S Dr Martin Luther King Jr Dr And E 89th St,S Dr Martin Luther King Jr Dr And E 91st Pl,"[41.732843, -87.614447]","[41.728303, -87.614327]",170314406001,170314406002
2543,2543,[170 -04] 38342,On S Ellis Ave From E 65th St To E 67th St,2018-2022,S Ellis Ave And E 65th St,S Ellis Ave And E 67th St,"[41.776833, -87.600386]","[41.773175, -87.600898]",170318344003,170318418002
2544,2544,[170 -04] 38342,On S Hamlin Ave From W 16th St To W 26th St,2018-2022,S Hamlin Ave And W 16th St,S Hamlin Ave And W 26th St,"[41.8589242, -87.7200639]","[41.844322, -87.719659]",170318387001,170313006002
2545,2545,[170 -04] 38342,On S Hermitage Ave From W 69th St To W 70th St,2018-2022,S Hermitage Ave And W 69th St,S Hermitage Ave And W 70th St,"[41.76854, -87.6675756]","[41.766694, -87.6675503]",170316715003,170316715003
2546,2546,[170 -04] 38342,On S Honore St From W 72nd St To W 73rd St,2018-2022,S Honore St And W 72nd St,S Honore St And W 73rd St,"[41.76303, -87.669858]","[41.761209, -87.669822]",170316720002,170316720002
2547,2547,[170 -04] 38342,On S Lawndale Ave From W 18th St To W 19th St,2018-2022,S Lawndale Ave And W 18th St,S Lawndale Ave And W 19th St,"[41.857149, -87.717619]","[41.8550655, -87.7175629]",170312922002,170312922002
2548,2548,[170 -04] 38342,On S Lawndale Ave From W Cermak Rd To W 26th St,2018-2022,S Lawndale Ave And W Cermak Rd,S Lawndale Ave And W 26th St,"[41.851664, -87.7174892]","[41.844361, -87.717233]",170318414002,170313006002
2549,2549,[170 -04] 38342,On S Maplewood Ave From W 66th St To W Marquette Rd,2018-2022,S Maplewood Ave And W 66th St,S Maplewood Ave And W Marquette Rd,"[41.773746, -87.687189]","[41.771925, -87.687118]",170316608002,170316608002
2550,2550,[170 -04] 38342,On N Overhill Ave From W Addison St To W Belmont Ave,2018-2022,N Overhill Ave And W Addison St,N Overhill Ave And W Belmont Ave,"[41.945234, -87.819208]","[41.937906, -87.818935]",170311705001,170311707002
2551,2551,[170 -04] 38342,On S Central Park Ave From W Cermak Rd To W 28th St,2018-2022,S Central Park Ave And W Cermak Rd,S Central Park Ave And W 28th St,"[41.851699, -87.715008]","[41.840727, -87.714694]",170318414002,170313017012
2552,2552,[170 -04] 38342,On N Osceola Ave From W Irving Park Rd To W Forest Preserve Ave,2018-2022,N Osceola Ave And W Irving Park Rd,N Osceola Ave And W Forest Preserve Ave,"[41.952637, -87.813402]","[41.951045, -87.812975]","[41.952637, -87.813402]",170311704004
2553,2553,[170 -04] 38342,On N Hoyne Ave From W Washington Blvd To W Madison St,2018-2022,N Hoyne Ave And W Washington Blvd,N Hoyne Ave And W Madison St,"[41.8831386, -87.6791287]","[41.8813388, -87.6791011]",170318378002,170318378002
2554,2554,[170 -04] 38342,On N Oliphant Ave From W Pratt Ave To N Avondale Ave,2018-2022,N Oliphant Ave And W Pratt Ave,N Oliphant Ave And N Avondale Ave,"[42.0042105, -87.8145861]","[42.001277, -87.817688]",170310902004,170310903001
2555,2555,[170 -04] 38342,On S Normal Ave From W 89th St To W 90th St,2018-2022,S Normal Ave And W 89th St,S Normal Ave And W 90th St,"[41.732607, -87.6362155]","[41.7308486, -87.6361546]",170317115001,170317115001
2556,2556,[170 -04] 38342,On E 73rd St From S Eberhart Ave To S Rhodes Ave,2018-2022,E 73rd St And S Eberhart Ave,E 73rd St And S Rhodes Ave,"[41.762088, -87.612768]","[41.762108, -87.611566]",170316909005,170316909003
2557,2557,[170 -04] 38342,On E 85th Pl From S Stony Island Ave To S Cregier Ave,2018-2022,E 85th Pl And S Stony Island Ave,E 85th Pl And S Cregier Ave,"[41.739642, -87.585723]","[41.73968, -87.580586]",170318343004,170314503003
2558,2558,[170 -04] 38342,On E 89th St From S Kenwood Ave To S Dorchester Ave,2018-2022,E 89th St And S Kenwood Ave,E 89th St And S Dorchester Ave,"[41.7331979, -87.5916949]","[41.7331995, -87.5904824]",170314802002,170314803001
2559,2559,[170 -04] 38342,On E 92nd Pl From S Stony Island Ave To S Cregier Ave,2018-2022,E 92nd Pl And S Stony Island Ave,E 92nd Pl And S Cregier Ave,"[41.726921, -87.585]","[41.726963, -87.580357]",170314804004,170314804004
2560,2560,[170 -04] 38342,On N Ashland Ave From W Fulton St To W Lake St,2018-2022,N Ashland Ave And W Fulton St,N Ashland Ave And W Lake St,"[42.02159225, -87.6706252999991]","[42.022353500002, -87.6707004999833]",170310101001,170310101002
2561,2561,[170 -04] 38342,On N Austin Ave From W Bryn Mawr Ave To N Northwest Hwy,2018-2022,N Austin Ave And W Bryn Mawr Ave,N Austin Ave And N Northwest Hwy,"[41.982871, -87.778047]","[41.980553, -87.778095]",170311102002,170311102002
